game_number,category_number,value,category,answer,question,air_date,,,,,,,,,,
98,661,0,SUPER BOWL WINNERS,Aaron Rodgers was muy macho as this team won the whole enchilada in 2011,the Green Bay Packers,2012-07-31,,,,,,,,,,
98,661,0,SUPER BOWL WINNERS,"Ray Lewis & this team took care of business in 2001, winning 34-7",the Baltimore Ravens,2012-07-31,,,,,,,,,,
98,661,0,SUPER BOWL WINNERS,Hines Ward was MVP for this team in 2006,the Pittsburgh Steelers,2012-07-31,,,,,,,,,,
98,662,0,"THE ""SAURUS\""",This king of dinosaurs got is name from Henry Osborn in 1905,Tyrannosaurus rex,2019-06-25,,,,,,,,,,
98,662,0,"THE ""SAURUS\""",Plate-backed bitty-brain with a spiky tail,an ankylosaurus,2019-06-25,,,,,,,,,,
98,662,0,"THE ""SAURUS\""",For a while it had been reclassified as an apatosaurus,a brontosaurus,2019-06-25,,,,,,,,,,
98,662,0,"THE ""SAURUS\""","File under ""A"" this giant carnivore of the late Jurassic",an allosaurus,2019-06-25,,,,,,,,,,
98,662,0,"THE ""SAURUS\""","This terror of the seas was up to 15 feet long, much of that being neck",a plesiosaurus,2019-06-25,,,,,,,,,,
99,663,0,YOUNG ADULT READING,"\""Queen of Hearts"" & ""The White Rabbit Chronicles"" were inspired by this 1865 work",Alice's Adventures in Wonderland,2018-11-07,,,,,,,,,,
99,663,0,YOUNG ADULT READING,4 friends share the stories of their adventures through the medium of a pair of jeans in this 2001 book,Sisterhood of the Traveling Pants,2018-11-07,,,,,,,,,,
99,663,0,YOUNG ADULT READING,"We pledge to you that this is the third book in the ""Divergent"" series",Alleigant,2018-11-07,,,,,,,,,,
99,663,0,YOUNG ADULT READING,"\""Cinder"" reworks a fairy tale, but the young woman is one of these--part human, part machine",a cyborg,2018-11-07,,,,,,,,,,
99,663,0,YOUNG ADULT READING,"\""City of Bones"" introduced the Shadowhunters, demon-dispatching warriors on Earth in this series",Mortal Instruments,2018-11-07,,,,,,,,,,
99,664,0,QUOTING THE MOVIES,"2015: ""I gotta... grow 3 years worth of food... on a planet where nothing grows... luckily, I'm a botanist\""",The Martian,2018-11-07,,,,,,,,,,
99,664,0,QUOTING THE MOVIES,"A 2003 cartoon:  ""All drains lead to the ocean\""",Finding Nemo,2018-11-07,,,,,,,,,,
99,664,0,QUOTING THE MOVIES,"2009:  ""You're not in Kansas anymore, you're on Pandora\""",Avatar,2018-11-07,,,,,,,,,,
99,664,0,QUOTING THE MOVIES,"2013, Clooney to Sandra Bullock: ""Nobody special? Somebody down there looking up, thinking about you?\""",Gravity,2018-11-07,,,,,,,,,,
99,664,0,QUOTING THE MOVIES,"2017:  ""I had no father. My mother sculpted me from clay & I was brought to life by Zeus\""",Wonder Woman,2018-11-07,,,,,,,,,,
99,665,0,STATE TREES,The Douglas type of this 3-letter tree is the state tree of Oregon,fir,2001-05-10,,,,,,,,,,
99,665,0,STATE TREES,"Rhode Island picked the ""red"" type of this tree; Vermont got the ""sugar"" kind",maple,2001-05-10,,,,,,,,,,
99,665,0,STATE TREES,"Delaware chose a type of this tree that's paired with ""the ivy"" in a Christmas song",holly,2001-05-10,,,,,,,,,,
99,665,0,STATE TREES,"When I think of this state tree of Texas, I get hungry for pralines",pecan,2001-05-10,,,,,,,,,,
99,665,0,STATE TREES,"I'd like to dance the Charleston under this Palmetto State's state tree, the palmetto",South Carolina,2001-05-10,,,,,,,,,,
99,666,0,REALITY TV SHOWS,"The Bravo channel has introduced us to ""The Real"" ones of Atlanta, Beverly Hills & New Jersey",housewives,2016-11-14,,,,,,,,,,
99,666,0,REALITY TV SHOWS,"The female judge on the last season of ""American Idol"" was this singer & movie star",Jennifer Lopez,2016-11-14,,,,,,,,,,
99,666,0,REALITY TV SHOWS,"On ""Undercover Boss"", a CEO worked at this convenience store & learned firsthand about customer service",7-Eleven,2016-11-14,,,,,,,,,,
99,666,0,REALITY TV SHOWS,"Reality shows on this cable channel have included ""Bad Dog!"" & ""Snake Man of Appalachia\""",Animal Planet,2016-11-14,,,,,,,,,,
99,666,0,REALITY TV SHOWS,"This supermodel is the creator of ""America's Next Top Model\""",Tyra Banks,2016-11-14,,,,,,,,,,
99,667,0,LEARN TO COOK,"To maximize flavor impact, this type of plant, like basil & parsley, should be added at the end of cooking",an herb,2008-09-16,,,,,,,,,,
99,667,0,LEARN TO COOK,"A cup of this long or short grain, the primary food of half the world's pop., is cooked with 2 cups of water",rice,2008-09-16,,,,,,,,,,
99,667,0,LEARN TO COOK,You'll want to cook this on the day you buy it; the husks should be green & the silk golden,corn,2008-09-16,,,,,,,,,,
99,667,0,LEARN TO COOK,"This fruit, essential to make guacamole, is ripe when the top & bottom yield to pressure",avocado,2008-09-16,,,,,,,,,,
99,667,0,LEARN TO COOK,"This tuber originally from the Peruvian Andes should be stored in a cool, dry place away from onions",a potato,2008-09-16,,,,,,,,,,
99,668,0,LITERARY TITLE CHARACTERS,"1926: Piglet's friend, a bear of very little brain",Winnie-the-Pooh,2001-09-26,,,,,,,,,,
99,668,0,LITERARY TITLE CHARACTERS,1934: The Banks' magical nanny who can slide up banisters,Mary Poppins,2001-09-26,,,,,,,,,,
99,668,0,LITERARY TITLE CHARACTERS,"1881: Edward Tudor of Wales & Tom Canty, a street urchin",the prince & the pauper,2001-09-26,,,,,,,,,,
99,668,0,LITERARY TITLE CHARACTERS,1838: Title orphan who asks for more gruel in a Dickens novel,Oliver Twist,2001-09-26,,,,,,,,,,
99,668,0,LITERARY TITLE CHARACTERS,"1865: A Dutch boy whose sister wins ""the silver skates\""",Hans Brinker,2001-09-26,,,,,,,,,,
100,669,0,CASTLES,The Scottish national war memorial is found in the castle bearing the name of this capital city,Edinburgh Castle,2011-02-25,,,,,,,,,,
100,669,0,CASTLES,"Neuschwanstein Castle, often described as a magical setting, is found in this country",Germany,2011-02-25,,,,,,,,,,
100,669,0,CASTLES,"Once home to the Knights of the Sword, Riga Castle is today the official residence of the president of this Baltic country",Latvia,2011-02-25,,,,,,,,,,
100,669,0,CASTLES,"Now a national monument, the Alhambra in this European country was begun by Moorish rulers around 1238",Spain,2011-02-25,,,,,,,,,,
100,669,0,CASTLES,Balmoral Castle is this present monarch's summer home,Queen Elizabeth II (of Great Britain),2011-02-25,,,,,,,,,,
100,670,0,HERE COMES COLLEGE,"Whether you're male or female, you're this kind of ""man"" as a first-year student",a freshman,1999-02-24,,,,,,,,,,
100,670,0,HERE COMES COLLEGE,"From the Latin for ""sleep"", it's a building at a college for housing students",a dormitory,1999-02-24,,,,,,,,,,
100,670,0,HERE COMES COLLEGE,"This graduation ceremony is not the ""beginning"" of your college career, it's the end",commencement,1999-02-24,,,,,,,,,,
100,670,0,HERE COMES COLLEGE,"From the Latin for ""half-yearly"", these divisions of a college's academic year can be 15 to 18 weeks long",semesters,1999-02-24,,,,,,,,,,
100,670,0,HERE COMES COLLEGE,"For the college sports-minded, it's what NCAA stands for",National Collegiate Athletic Association,1999-02-24,,,,,,,,,,
100,671,0,REACH FOR THE STARS,The globular cluster M13 is in this constellation that to us looks nothing like Kevin Sorbo,Hercules,1999-02-22,,,,,,,,,,
100,671,0,REACH FOR THE STARS,"Still familiar today, it's the 7-star constellation on the bottom of this ancient Chinese chart",the Big Dipper,1999-02-22,,,,,,,,,,
100,671,0,REACH FOR THE STARS,"A ""super"" one of these hurls debris through space at over 40 million mph & then can form a nebula",a supernova,1999-02-22,,,,,,,,,,
100,671,0,REACH FOR THE STARS,"This constellation used to be the Claws of Scorpio (by the ""weigh"", scorpions don't have scales)",Libra,1999-02-22,,,,,,,,,,
100,671,0,REACH FOR THE STARS,"Unimaginably dense material is found in these ""stars"" named for subatomic particles",neutron stars,1999-02-22,,,,,,,,,,
100,672,0,THE FRENCH,"A baguette can be worn when it's a gemstone, or eaten when it's one of these",loaf of bread,2007-02-13,,,,,,,,,,
100,672,0,THE FRENCH,"If you're a real Franco Poodle Dandy, Franco Poodle do or die, you were born on the 14th of July, aka this day",Bastille Day,2007-02-13,,,,,,,,,,
100,672,0,THE FRENCH,This national anthem suggests that the impure blood of invaders be used to water French fields,La Marseillaise,2007-02-13,,,,,,,,,,
100,672,0,THE FRENCH,You friend Andre has an accent aigu in his name; your friend Irene has this accent,grave,2007-02-13,,,,,,,,,,
100,672,0,THE FRENCH,"Because the Seine flows northwest. then southwest, Parisians call the 2 sides this & this, not North & South",Rive Gauche & Rive Droite,2007-02-13,,,,,,,,,,
100,673,0,YOU'RE GONNA NEED CAR INSURANCE,"\""Like a good neighbor"" this company is there",State Farm,2013-01-30,,,,,,,,,,
100,673,0,YOU'RE GONNA NEED CAR INSURANCE,The idea for its green mascot came from how people mispronounced the name of this insurance company,GEICO,2013-01-30,,,,,,,,,,
100,673,0,YOU'RE GONNA NEED CAR INSURANCE,"\""We are"" this company that began in 1928, bum badum bum bumbumbum",Farmers,2013-01-30,,,,,,,,,,
100,673,0,YOU'RE GONNA NEED CAR INSURANCE,This Ohio-based company began going with the Flo in 2008,Progressive,2013-01-30,,,,,,,,,,
100,673,0,YOU'RE GONNA NEED CAR INSURANCE,"Dean Winters is pure ""Mayhem"" in ads for this company",Allstate,2013-01-30,,,,,,,,,,
100,674,0,ESSAYS,Roger Ebert has recently edited a book of essays & other writings on this subject,movies,1997-02-10,,,,,,,,,,
100,674,0,ESSAYS,"Many of H.L. Mencken's noted essays started as newspaper columns in this Maryland city's ""Sun\""",Baltimore,1997-02-10,,,,,,,,,,
100,674,0,ESSAYS,"He wrote his essay ""Life Without Principle"" after he returned from Walden Pond",Henry David Thoreau,1997-02-10,,,,,,,,,,
100,674,0,ESSAYS,"This humorist's collection of essays ""In Cyberspace"" is formatted like a computer manual",Dave Barry,1997-02-10,,,,,,,,,,
100,674,0,ESSAYS,"This English philosopher developed the formal style of essays in works like 1625's ""Of Beauty\""",Francis Bacon,1997-02-10,,,,,,,,,,
101,675,0,FAMILY MATTERS,"Basic ""atomic"" social unit of parents & their kids only",the nuclear family unit,2019-06-24,,,,,,,,,,
101,675,0,FAMILY MATTERS,"Like the Spanish & Austrian parts of the Habsburgs, it's an ""arboreal"" division of a family tree",a branch,2019-06-24,,,,,,,,,,
101,675,0,FAMILY MATTERS,"Cinderella has 2 of them, Anastasia & Drizella (per Disney)",stepsisters,2019-06-24,,,,,,,,,,
101,675,0,FAMILY MATTERS,"Also an ancient title of a Christian bishop, it's the male head of a family",the patriarch,2019-06-24,,,,,,,,,,
101,675,0,FAMILY MATTERS,"A 1765 speech opposing the Stamp Act called colonists these, giving a rebellious group its name",the sons of liberty,2019-06-24,,,,,,,,,,
101,676,0,3-NAMED AUTHORS,"She followed up ""Little Women"" with ""An Old-Fashioned Girl"" & ""Aunt Jo's Scrap Bag\""",Louisa May Alcott,2009-11-05,,,,,,,,,,
101,676,0,3-NAMED AUTHORS,"Britannica says her 1852 novel helped ""solidify both pro- and antislavery sentiment\""",Harriet Beecher Stowe,2009-11-05,,,,,,,,,,
101,676,0,3-NAMED AUTHORS,One of his most famous heroes was an Ojibwa Indian who married Minnehaha,Longfellow,2009-11-05,,,,,,,,,,
101,676,0,3-NAMED AUTHORS,"This pal of Emerson was known for a little ""Civil Disobedience\""",Henry David Thoreau,2009-11-05,,,,,,,,,,
101,676,0,3-NAMED AUTHORS,"This Devonshire-born man rhymed about an ""Ancient Mariner\""",Samuel Taylor Coleridge,2009-11-05,,,,,,,,,,
101,677,0,SLANGUAGE,"The cardboard item around the coffee cup can be called a zarf, or this, like part of your jacket",a sleeve,2016-11-15,,,,,,,,,,
101,677,0,SLANGUAGE,This verb for breaking into a computer morphed into a noun for a clever solution to a tricky problem,a hack,2016-11-15,,,,,,,,,,
101,677,0,SLANGUAGE,"If you want a pal to tell the truth, you may use the abbreviation S.O.O.F., short for this",swear on our friendship,2016-11-15,,,,,,,,,,
101,677,0,SLANGUAGE,This 6-letter mash-up word means that you're so in need of food you're cranky,hangry,2016-11-15,,,,,,,,,,
101,677,0,SLANGUAGE,"Ariana Grande sang about eyebrows being ""on"" this, a synonym for ""on point"" or ""flawless\""",fleek,2016-11-15,,,,,,,,,,
101,678,0,YOU DO THE GEOGRAPHIC MATH,The number of American colonies at the time of the Revolution plus the number of states today,63,2016-11-22,,,,,,,,,,
101,678,0,YOU DO THE GEOGRAPHIC MATH,The number of countries that begin with Q times the number of countries that begin with X,0,2016-11-22,,,,,,,,,,
101,678,0,YOU DO THE GEOGRAPHIC MATH,"The number of continents minus the number of mountains above 29,000 feet",6,2016-11-22,,,,,,,,,,
101,678,0,YOU DO THE GEOGRAPHIC MATH,The number of U.S. states on the Pacific Ocean squared,25,2016-11-22,,,,,,,,,,
101,678,0,YOU DO THE GEOGRAPHIC MATH,The number of Great Lakes times the number of countries that border the United States,10,2016-11-22,,,,,,,,,,
101,679,0,UH-OH!  SHAKESPEARE!,"Romantic, yes, but Romeo & this young bride are not -- we repeat not -- good role models for kids",Juliet,2000-12-29,,,,,,,,,,
101,679,0,UH-OH!  SHAKESPEARE!,"Hard to imagine, but in Shakespeare's time, this queen of Egypt, like other female roles, was played by a boy",Cleopatra,2000-12-29,,,,,,,,,,
101,679,0,UH-OH!  SHAKESPEARE!,"Calista Flockhart, TV's Ally McBeal, graced the 1999 movie version of ""A Midsummer Night's"" one of these",Dream,2000-12-29,,,,,,,,,,
101,679,0,UH-OH!  SHAKESPEARE!,"For sure!  This ""Clueless"" star played the princess in the 2000 film version of ""Love's Labour's Lost\""",Alicia Silverstone,2000-12-29,,,,,,,,,,
101,679,0,UH-OH!  SHAKESPEARE!,"By the end of this Scottish play, the title character has been ""kilt\""",Macbeth,2000-12-29,,,,,,,,,,
101,680,0,SPACE SCIENCE,The 88 of these star groupings is a set number--new stars discovered are just added to the closest ones,constellations,2019-06-27,,,,,,,,,,
101,680,0,SPACE SCIENCE,An aphelion is the point in an orbit when an object is farthest from this,the Sun,2019-06-27,,,,,,,,,,
101,680,0,SPACE SCIENCE,"This planet has at least 13 moons, including Naiad, Nereid & Proteus",Neptune,2019-06-27,,,,,,,,,,
101,680,0,SPACE SCIENCE,This measure of distance in the universe is equal to 3.26 light years,a parsec,2019-06-27,,,,,,,,,,
101,680,0,SPACE SCIENCE,"On Sept. 20, 2016 an amateur astronomer got pictures of the first hour of one of these massive star explosions",a supernova,2019-06-27,,,,,,,,,,
102,681,0,HUE,Beet & scarlet,red,2014-07-25,,,,,,,,,,
102,681,0,HUE,Canary & dandelion,yellow,2014-07-25,,,,,,,,,,
102,681,0,HUE,Jet & ebony,black,2014-07-25,,,,,,,,,,
102,681,0,HUE,Coffee & cinnamon,brown,2014-07-25,,,,,,,,,,
102,681,0,HUE,Azure & cyan,blue,2014-07-25,,,,,,,,,,
102,682,0,COUNTRIES' LOWEST POINTS,For Antigua & Barbuda: This sea,the Caribbean,2011-02-22,,,,,,,,,,
102,682,0,COUNTRIES' LOWEST POINTS,For Sri Lanka: This ocean,the Indian Ocean,2011-02-22,,,,,,,,,,
102,682,0,COUNTRIES' LOWEST POINTS,For Lithuania: This sea,the Baltic,2011-02-22,,,,,,,,,,
102,682,0,COUNTRIES' LOWEST POINTS,For Ukraine: This sea,the Black Sea,2011-02-22,,,,,,,,,,
102,682,0,COUNTRIES' LOWEST POINTS,"For Russia: This ""sea\""",the Caspian Sea,2011-02-22,,,,,,,,,,
102,683,0,IT'S ALL IN THE GAME,"Queen, rook, pawn, knight",chess,2009-07-14,,,,,,,,,,
102,683,0,IT'S ALL IN THE GAME,"Free Parking, Reading Railroad, Community Chest",Monopoly,2009-07-14,,,,,,,,,,
102,683,0,IT'S ALL IN THE GAME,"Letter tiles, double word score space, triple word score space",Scrabble,2009-07-14,,,,,,,,,,
102,683,0,IT'S ALL IN THE GAME,"Lead pipe, kitchen, Colonel Mustard",Clue,2009-07-14,,,,,,,,,,
102,683,0,IT'S ALL IN THE GAME,"Water on the knee, bread basket, writer's cramp",Operation,2009-07-14,,,,,,,,,,
102,684,0,NEVER TOO OLD FOR CARTOONS,"This show's episodes include ""Cartman's Funny Hate Crime 2000\""",South Park,2006-02-08,,,,,,,,,,
102,684,0,NEVER TOO OLD FOR CARTOONS,"The dad on this show fought for the heavyweight title, won a Grammy & nearly caused a nuclear reactor explosion",The Simpsons,2006-02-08,,,,,,,,,,
102,684,0,NEVER TOO OLD FOR CARTOONS,"Offered dessert, this show's baby Stewie replied, ""But no sprinkles.  And for every sprinkle I find, I shall kill you""",Family Guy,2006-02-08,,,,,,,,,,
102,684,0,NEVER TOO OLD FOR CARTOONS,"If you don't know he's trapped in the future by the evil shape-shifting wizard Aku, then you don't know this guy",Samurai Jack,2006-02-08,,,,,,,,,,
102,684,0,NEVER TOO OLD FOR CARTOONS,"Let's see if you've stayed up late to see Frylock, Meatwad & Master Shake, 3 of this Cartoon Network group",Aqua Teen Hunger Force,2006-02-08,,,,,,,,,,
102,685,0,GETTING NERVOUS,A queasy feeling may be called these insects in the stomach,butterflies,2013-02-05,,,,,,,,,,
102,685,0,GETTING NERVOUS,"It joins with ""heebie"" in a condition of agitation",jeebies,2013-02-05,,,,,,,,,,
102,685,0,GETTING NERVOUS,"Sewing accessories pair you are ""on"" when experiencing nervous anxiety or anticipation",pins & needles,2013-02-05,,,,,,,,,,
102,685,0,GETTING NERVOUS,"This ""fever"" is irritability brought on by being confined indoors",cabin fever,2013-02-05,,,,,,,,,,
102,685,0,GETTING NERVOUS,"To mean nervous & on edge, this word can come after ""high"" or before ""out\""",strung,2013-02-05,,,,,,,,,,
102,686,0,"CROSSWORD CLUES ""Z\""",Eastern route to enlightenment (3),Zen,1999-02-23,,,,,,,,,,
102,686,0,"CROSSWORD CLUES ""Z\""",Striped equine (5),Zebra,1999-02-23,,,,,,,,,,
102,686,0,"CROSSWORD CLUES ""Z\""",The last word in veggies (8),Zucchini,1999-02-23,,,,,,,,,,
102,686,0,"CROSSWORD CLUES ""Z\""",Remotely change the channel (3),Zap,1999-02-23,,,,,,,,,,
102,686,0,"CROSSWORD CLUES ""Z\""","\""Taylor-made"" president (7)",Zachary,1999-02-23,,,,,,,,,,
103,687,0,RIVER COUNTRY,"The Thames, The Avon, The Tweed",England,2004-02-11,,,,,,,,,,
